Query_number,doc_number
1056060,10
1056057,152427
1056057,151483
1056057,244144
1055940,122384
1055940,209840
1055940,376326
1055889,352181
1055889,448764
1055889,379873
1055717,25505
1055717,251370
1055717,242870
1055505,99999
1055505,1
1055505,10
1055197,305005
1055197,308021
1055197,499395
1055125,285008
1055125,358492
1055125,285811
1054999,240958
1054999,291804
1054999,274723
1054969,222935
1054969,68233
1054969,363718
1054958,380800
1054958,303243
1054958,306108
1054923,453756
1054923,21854
1054923,320372
1054707,451612
1054707,112992
1054707,331441
1054468,185954
1054468,76368
1054468,99472
1054451,104652
1054451,386021
1054451,96644
1054450,314093
1054450,410985
1054450,211329
1054440,308721
1054440,459982
1054440,169782
1054438,99999
1054438,1
1054438,10
1054189,361061
1054189,412438
1054189,400992
1054023,414564
1054023,13491
1054023,278137
1053931,99999
1053931,1
1053931,10
1053901,624
1053901,155577
1053901,11321
1053896,105262
1053896,72564
1053896,94821
1053716,23947
1053716,458154
1053716,307620
1100229,296313
1100229,40612
1100229,199765
1102206,240223
1102206,368032
1102206,367315
1100224,432317
1100224,77458
1100224,53729
1053253,99999
1053253,1
1053253,10
1053219,138391
1053219,82737
1053219,23999
1052985,412717
1052985,375093
1052985,292521
1052965,17985
1052965,477080
1052965,302265
1100218,472914
1100218,447501
1100218,469142
1052640,469125
1052640,487787
1052640,334668
1052115,305567
1052115,152767
1052115,226282
1052089,474235
1052089,87187
1052089,10618
1051942,99999
1051942,1
1051942,10
1051902,238300
1051902,440979
1051902,279550
1051808,99999
1051808,1
1051808,10
1051571,258769
1051571,112034
1051571,2749
1051530,99999
1051530,1
1051530,10
1051520,353472
1051520,341816
1051520,218
1051475,203766
1051475,149127
1051475,442855
1051422,128950
1051422,314116
1051422,120762
1051372,161107
1051372,323347
1051372,204963
1051352,335066
1051352,104736
1051352,492602
1051339,199567
1051339,36893
1051339,220653
1051307,91612
1051307,430465
1051307,195485
1100190,276943
1100190,188104
1100190,225879
1051285,474235
1051285,87187
1051285,10618
1051229,99999
1051229,1
1051229,10
1051223,259816
1051223,41611
1051223,265016
1051214,99999
1051214,1
1051214,10
1051211,99999
1051211,1
1051211,10
1100188,104652
1100188,386021
1100188,201472
1051112,99999
1051112,1
1051112,10
1100187,57297
1100187,381056
1100187,317053
1051108,99999
1051108,1
1051108,10
1050923,442876
1050923,372227
1050923,130355
1050778,99999
1050778,1
1050778,10
1050695,229123
1050695,481787
1050695,194919
1050231,296453
1050231,464554
1050231,249696
1049955,35189
1049955,48788
1049955,261154
1100173,339312
1100173,151053
1100173,466157
1049791,99999
1049791,1
1049791,10
1049774,180229
1049774,250450
1049774,181587
1049456,99999
1049456,1
1049456,10
1100168,99999
1100168,1
1100168,10
1049329,97017
1049329,448855
1049329,92417
1100167,99999
1100167,1
1100167,10
1049085,99999
1049085,1
1049085,10
1048917,199285
1048917,383680
1048917,282443
1048642,322864
1048642,370861
1048642,318377
1048381,279035
1048381,279619
1048381,225441
1048359,55548
1048359,187348
1048359,415562
1048303,99999
1048303,1
1048303,10
1048282,99999
1048282,1
1048282,10
1048281,467218
1048281,267063
1048281,157643
1100151,370916
1100151,258408
1100151,219575
1048185,99999
1048185,1
1048185,10
1047917,172668
1047917,32429
1047917,238230
1047913,99999
1047913,1
1047913,10
1047854,399395
1047854,19284
1047854,210441
1047843,278137
1047843,275279
1047843,138619
1047833,57741
1047833,285633
1047833,313777
1047794,172668
1047794,32429
1047794,238230
1047738,354141
1047738,344747
1047738,445001
1047708,34130
1047708,48678
1047708,394687
1047702,204703
1047702,422293
1047702,367905
1047700,99999
1047700,1
1047700,10
1047662,345955
1047662,78124
1047662,371578
1047642,99999
1047642,1
1047642,10
1047629,99999
1047629,1
1047629,10
1047599,463119
1047599,214257
1047599,141491
1100137,118451
1100137,143920
1100137,384000
1047548,99999
1047548,1
1047548,10
1047386,99999
1047386,1
1047386,10
1047365,361311
1047365,153182
1047365,398200
1047160,448453
1047160,342435
1047160,485222
1047138,258220
1047138,152041
1047138,409258
1047010,384440
1047010,328552
1047010,61290
1046969,289436
1046969,162381
1046969,441163
1046931,17190
1046931,232565
1046931,397479
1046736,99999
1046736,1
1046736,10
1100119,296313
1100119,40612
1100119,199765
1046569,99999
1046569,1
1046569,10
1046520,67927
1046520,205952
1046520,428234
1046475,99999
1046475,1
1046475,10
1046463,99999
1046463,1
1046463,10
1046161,167787
1046161,285818
1046161,317481
1100106,436516
1100106,142544
1100106,437306
1046047,314093
1046047,211329
1046047,410985
1046042,275762
1046042,274467
1046042,334622
1100105,99999
1100105,1
1100105,10
1045855,98222
1045855,3798
1045855,15137
1045826,99999
1045826,1
1045826,10
1045717,384440
1045717,328552
1045717,61290
1045709,463264
1045709,190500
1045709,282947
1045567,373629
1045567,407127
1045567,238151
1100094,99999
1100094,1
1100094,10
1045554,254576
1045554,488644
1045554,120467
1045540,209788
1045540,340484
1045540,389631
1045527,243301
1045527,249695
1045527,140277
1045494,449423
1045494,61264
1045494,174042
1045374,381856
1045374,176630
1045374,467577
1045347,99999
1045347,1
1045347,10
1045229,390510
1045229,283806
1045229,221178
1045227,99999
1045227,1
1045227,10
1045208,246956
1045208,379630
1045208,56760
1045135,211178
1045135,106097
1045135,432372
1045071,15844
1045071,284780
1045071,437237
1100077,461378
1100077,400517
1100077,116325
1100070,162664
1100070,302782
1100070,378743
1043914,433348
1043914,127911
1043914,315880
1043815,221555
1043815,212638
1043815,362978
1043658,250510
1043658,251817
1043658,265292
1043568,449622
1043568,446043
1043568,45321
1043545,219166
1043545,456559
1043545,42115
1043337,7293
1043337,117317
1043337,412962
1043064,106431
1043064,329783
1043064,475954
1042978,99999
1042978,1
1042978,10
1042800,390921
1042800,434149
1042800,105877
1042752,138509
1042752,346129
1042752,132071
1042626,327388
1042626,234785
1042626,360500
1042426,97605
1042426,235672
1042426,255818
1042364,226265
1042364,454534
1042364,139247
1042158,262813
1042158,239277
1042158,89349
1042099,135577
1042099,24034
1042099,51661
1041951,99999
1041951,1
1041951,10
1041948,36631
1041948,148327
1041948,257379
1041924,121267
1041924,300057
1041924,373663
1100035,307590
1100035,104195
1100035,113801
1041520,99999
1041520,1
1041520,10
1041226,99999
1041226,1
1041226,10
1041146,331818
1041146,272947
1041146,129907
1041043,230534
1041043,135953
1041043,457879
1040959,57430
1040959,209102
1040959,256574
1040848,210393
1040848,51104
1040848,350502
1040703,115388
1040703,278445
1040703,315224
1040532,114544
1040532,414147
1040532,245260
1040409,222381
1040409,18212
1040409,247161
1040312,233781
1040312,190350
1040312,184213
1040099,337293
1040099,130568
1040099,297415
1040088,199285
1040088,383680
1040088,282443
1040082,475480
1040082,452446
1040082,180238
1040064,99999
1040064,1
1040064,10
1100010,99999
1100010,1
1100010,10
1040038,300614
1040038,233674
1040038,336687
1040030,184488
1040030,456416
1040030,134149
1039728,358293
1039728,434641
1039728,258210
1039521,90195
1039521,260166
1039521,465852
1039298,408824
1039298,486706
1039298,106028
1099998,138391
1099998,82737
1099998,23999
1039002,114490
1039002,101443
1039002,86304
1038879,264157
1038879,442261
1038879,222120
1038859,337410
1038859,446335
1038859,388835
1038830,99999
1038830,1
1038830,10
1038724,71392
1038724,195380
1038724,372725
1038527,70966
1038527,121091
1038527,305997
1099985,203587
1099985,91098
1099985,239869
1038184,313729
1038184,288056
1038184,141159
1099981,99999
1099981,1
1099981,10
1099980,99999
1099980,1
1099980,10
1037872,196904
1037872,318010
1037872,231848
1037817,99999
1037817,1
1037817,10
1037689,456407
1037689,247438
1037689,19753
1037250,408716
1037250,182827
1037250,429560
1036784,40852
1036784,485928
1036784,304322
1036782,99999
1036782,1
1036782,10
1036627,255989
1036627,299992
1036627,322025
1102177,123469
1102177,227957
1102177,62378
1036385,276042
1036385,8476
1036385,443408
1036380,101018
1036380,229277
1036380,232044
1036244,308532
1036244,105285
1036244,176178
1036214,99999
1036214,1
1036214,10
1036005,90153
1036005,396051
1036005,472920
1035931,17398
1035931,177708
1035931,16432
1035874,248053
1035874,404496
1035874,363967
1035805,493717
1035805,246055
1035805,310423
1035719,185372
1035719,96065
1035719,353217
1035535,184568
1035535,337550
1035535,397393
1035383,354247
1035383,368987
1035383,469408
1035379,163740
1035379,170609
1035379,412583
1035367,264061
1035367,258408
1035367,199285
1035321,156748
1035321,370566
1035321,197957
1035278,199285
1035278,383680
1035278,282443
1035247,468397
1035247,142111
1035247,323881
1035006,55229
1035006,243654
1035006,206047
1034845,112394
1034845,449632
1034845,157095
1034761,374891
1034761,33943
1034761,469029
1034703,79182
1034703,469074
1034703,333289
1034680,99999
1034680,1
1034680,10
1034666,394638
1034666,314563
1034666,75080
1034595,77169
1034595,67747
1034595,198104
1034587,78188
1034587,45410
1034587,484093
1034446,199904
1034446,265945
1034446,180159
1034409,479672
1034409,348282
1034409,3018
1034204,53350
1034204,136199
1034204,183547
1034136,345147
1034136,38096
1034136,171959
1099914,256251
1099914,348741
1099914,409456
1033962,99999
1033962,1
1033962,10
1033927,405175
1033927,369740
1033927,165636
1099911,278013
1099911,99403
1099911,123796
1033725,99999
1033725,1
1033725,10
1033718,568
1033718,40180
1033718,493717
1033652,186796
1033652,406358
1033652,109673
1033534,199285
1033534,383680
1033534,282443
1033398,269649
1033398,45983
1033398,344269
1033250,37158
1033250,83829
1033250,485867
1033249,99999
1033249,1
1033249,10
1033205,364905
1033205,18103
1033205,248248
1033092,209515
1033092,372351
1033092,193722
1032822,167328
1032822,44600
1032822,310576
1032758,492955
1032758,242002
1032758,194718
1032341,445665
1032341,278135
1032341,371426
1032281,99999
1032281,1
1032281,10
1099888,439400
1099888,36598
1099888,310461
1032198,97526
1032198,436585
1032198,439371
1032182,428380
1032182,218850
1032182,416043
1032019,23785
1032019,403795
1032019,215203
1031976,98637
1031976,343688
1031976,58934
1031861,49410
1031861,484606
1031861,393717
1031684,408824
1031684,486706
1031684,106028
1031682,27581
1031682,228454
1031682,133371
1031054,286801
1031054,123477
1031054,143053
1031033,166508
1031033,105606
1031033,194387
1031032,138391
1031032,23999
1031032,406067
1030924,25823
1030924,285395
1030924,272823
1030823,99999
1030823,1
1030823,10
1030722,100680
1030722,105971
1030722,119056
1030623,69271
1030623,415527
1030623,498422
1099859,275266
1099859,103678
1099859,50413
1030381,263926
1030381,140971
1030381,313658
1099855,99999
1099855,1
1099855,10
1030378,364958
1030378,176630
1030378,381856
1030324,110548
1030324,44393
1030324,106693
1030176,99999
1030176,1
1030176,10
1029909,99999
1029909,1
1029909,10
1029908,264604
1029908,179509
1029908,491278
1029772,78674
1029772,282341
1029772,386837
1029617,234123
1029617,76350
1029617,155076
1029552,216306
1029552,158283
1029552,282679
1029544,162644
1029544,419436
1029544,69109
1029492,180552
1029492,95523
1029492,61140
1099836,500322
1099836,83303
1099836,376323
1099834,464500
1099834,111270
1099834,375477
1029124,99999
1029124,1
1029124,10
1029058,78246
1029058,129150
1029058,95190
1029031,99999
1029031,1
1029031,10
1029030,138391
1029030,82737
1029030,23999
1029003,461878
1029003,234200
1029003,184182
1028796,99999
1028796,1
1028796,10
1028755,158073
1028755,80259
1028755,98744
1028753,77169
1028753,67747
1028753,198104
1099823,116722
1099823,322120
1099823,63002
1028711,114281
1028711,328385
1028711,271981
1028608,36904
1028608,93819
1028608,14966
1028598,99999
1028598,1
1028598,10
1028538,99999
1028538,1
1028538,10
1099816,99999
1099816,1
1099816,10
1028179,22293
1028179,43718
1028179,34903
1028098,223156
1028098,103890
1028098,42376
1027919,250282
1027919,320124
1027919,331541
1027817,151938
1027817,395896
1027817,477245
1027812,93572
1027812,119948
1027812,45813
1102163,136556
1102163,135110
1102163,466709
1027373,162574
1027373,164652
1027373,97371
1099806,176122
1099806,215795
1099806,423727
1099805,428226
1099805,59478
1099805,7004
1027178,303626
1027178,211769
1027178,127416
1026991,114360
1026991,60398
1026991,73866
1026799,357145
1026799,152012
1026799,112124
1026768,30363
1026768,240482
1026768,278495
1026148,89086
1026148,101616
1026148,119603
1025991,501155
1025991,196890
1025991,109574
1025801,434735
1025801,340378
1025801,105602
1025624,219191
1025624,459227
1025624,24036
1025483,149151
1025483,5396
1025483,87807
1025290,130572
1025290,356008
1025290,446496
1025270,415748
1025270,186135
1025270,374419
1025259,235473
1025259,84484
1025259,124466
1024904,199567
1024904,36893
1024904,220653
1024893,77087
1024893,245315
1024893,380798
1024727,21181
1024727,114119
1024727,68685
1024672,488564
1024672,278467
1024672,446980
1024667,490482
1024667,234851
1024667,397190
1024592,450860
1024592,141252
1024592,402029
1024591,99999
1024591,1
1024591,10
1024528,190085
1024528,237965
1024528,55782
1024288,432236
1024288,214063
1024288,142095
1024221,132134
1024221,75319
1024221,443888
1024166,393759
1024166,60713
1024166,271755
1024069,153091
1024069,375356
1024069,418527
1099756,40483
1099756,193583
1099756,224488
1023025,98818
1023025,490962
1023025,379507
1022907,496194
1022907,21774
1022907,397655
1022832,491235
1022832,357879
1022832,361818
1022782,366234
1022782,192033
1022782,309683
1022712,78315
1022712,495525
1022712,260809
1022621,210962
1022621,64636
1022621,339542
1022442,99999
1022442,1
1022442,10
1022410,367328
1022410,307416
1022410,208457
1022370,67927
1022370,205952
1022370,428234
1022359,164914
1022359,180279
1022359,174668
1022198,267610
1022198,177468
1022198,268573
1022178,49447
1022178,327605
1022178,403984
1022124,402415
1022124,278450
1022124,209243
1021971,99999
1021971,1
1021971,10
1099729,155983
1099729,414245
1099729,397213
1021931,99999
1021931,1
1021931,10
1021900,499519
1021900,200771
1021900,196120
1099726,233889
1099726,245796
1099726,37527
1021797,488512
1021797,108724
1021797,278118
1021695,120013
1021695,176224
1021695,220734
1021605,20902
1021605,282693
1021605,195736
1021327,248100
1021327,119766
1021327,89691
1021324,99999
1021324,1
1021324,10
1021170,49569
1021170,176446
1021170,11770
1021065,357828
1021065,391602
1021065,220058
1021053,99999
1021053,1
1021053,10
1020907,256494
1020907,418467
1020907,164352
1020724,37435
1020724,411457
1020724,261249
1020500,62518
1020500,105539
1020500,172151
1099706,235641
1099706,22006
1099706,111116
1020244,358698
1020244,121753
1020244,421271
1099700,435715
1099700,140572
1099700,350788
1019783,399811
1019783,169611
1019783,194650
1019724,34181
1019724,395334
1019724,460315
1019649,433332
1019649,501302
1019649,454348
1019414,355613
1019414,337756
1019414,180665
1019262,145054
1019262,94793
1019262,153701
1018918,328646
1018918,89380
1018918,281419
1018807,496749
1018807,168925
1018807,243924
1018658,443250
1018658,417536
1018658,181271
1018359,404658
1018359,235952
1018359,222095
1099670,123450
1099670,197905
1099670,441027
1018056,436585
1018056,97526
1018056,439371
1018032,42028
1018032,306187
1018032,259343
1017971,99999
1017971,1
1017971,10
1017952,191434
1017952,3327
1017952,387203
1017773,365733
1017773,23096
1017773,259249
1017706,159557
1017706,123919
1017706,83468
1017692,22293
1017692,314000
1017692,43718
1017687,171631
1017687,75111
1017687,400071
1017605,159557
1017605,123919
1017605,83468
1017529,354353
1017529,220771
1017529,62067
1017524,170934
1017524,446292
1017524,346057
1017476,72394
1017476,272654
1017476,463318
1017276,99999
1017276,1
1017276,10
1017204,358707
1017204,230017
1017204,251724
1016915,62280
1016915,350103
1016915,270896
1016879,167510
1016879,326215
1016879,58691
1099653,496501
1099653,474208
1099653,8634
